Кратчайший путь: 1 7 5 6 2 8 3 4 9 10 1 
Его длина 30,48
Всего гамильтоновых путей: 31224
1 2 3 5 8 10 6 9 4 7 1 | 165,63
1 2 3 5 8 10 9 6 4 7 1 | 165,63
1 2 3 5 10 6 8 9 4 7 1 | 165,63
1 2 3 5 10 6 9 8 4 7 1 | 165,63
1 2 3 5 10 8 6 9 4 7 1 | 165,63
1 2 3 5 10 8 9 6 4 7 1 | 165,63
1 2 3 5 10 9 6 8 4 7 1 | 165,63
1 2 3 5 10 9 8 6 4 7 1 | 165,63
1 2 3 6 4 7 5 8 9 10 1 | 120,01
1 2 3 6 4 7 5 8 10 9 1 | 164,33
1 2 3 6 4 7 5 10 8 9 1 | 164,33
1 2 3 6 4 7 5 10 9 8 1 | 168,82
1 2 3 6 4 8 9 10 5 7 1 | 107,73
1 2 3 6 4 9 8 10 5 7 1 | 107,73
1 2 3 6 4 9 10 8 5 7 1 | 107,73
1 2 3 6 4 10 9 8 5 7 1 | 107,73
1 2 3 6 5 7 4 8 9 10 1 | 120,01
1 2 3 6 5 7 4 8 10 9 1 | 164,33
1 2 3 6 5 7 4 9 8 10 1 | 120,01
1 2 3 6 5 7 4 9 10 8 1 | 168,82
1 2 3 6 5 7 4 10 8 9 1 | 164,33
1 2 3 6 5 7 4 10 9 8 1 | 168,82
1 2 3 6 5 8 9 10 4 7 1 | 140,49
1 2 3 6 5 8 10 9 4 7 1 | 140,49
1 2 3 6 5 10 8 9 4 7 1 | 140,49
1 2 3 6 5 10 9 8 4 7 1 | 140,49
1 2 3 6 8 4 7 5 10 9 1 | 164,33
1 2 3 6 8 4 9 10 5 7 1 | 107,73
1 2 3 6 8 5 7 4 9 10 1 | 120,01
1 2 3 6 8 5 7 4 10 9 1 | 164,33
1 2 3 6 8 5 10 9 4 7 1 | 140,49
1 2 3 6 8 9 4 7 5 10 1 | 120,01
1 2 3 6 8 9 4 10 5 7 1 | 107,73
1 2 3 6 8 9 10 4 5 7 1 | 156,73
1 2 3 6 8 9 10 5 4 7 1 | 189,49
1 2 3 6 8 10 5 7 4 9 1 | 164,33
1 2 3 6 8 10 9 4 5 7 1 | 156,73
1 2 3 6 9 4 7 5 8 10 1 | 120,01
1 2 3 6 9 4 7 5 10 8 1 | 168,82
1 2 3 6 9 4 8 10 5 7 1 | 107,73
1 2 3 6 9 4 10 8 5 7 1 | 107,73
1 2 3 6 9 8 4 7 5 10 1 | 120,01
1 2 3 6 9 8 4 10 5 7 1 | 107,73
1 2 3 6 9 8 5 7 4 10 1 | 120,01
1 2 3 6 9 8 5 10 4 7 1 | 140,49
1 2 3 6 9 8 10 4 5 7 1 | 156,73
1 2 3 6 9 8 10 5 4 7 1 | 189,49
1 2 3 6 9 10 4 7 5 8 1 | 168,82
1 2 3 6 9 10 4 8 5 7 1 | 107,73
1 2 3 6 9 10 5 7 4 8 1 | 168,82
1 2 3 6 9 10 5 8 4 7 1 | 140,49
1 2 3 6 9 10 8 4 5 7 1 | 156,73
1 2 3 6 9 10 8 5 4 7 1 | 189,49
1 2 3 6 10 4 7 5 8 9 1 | 164,33
1 2 3 6 10 4 9 8 5 7 1 | 107,73
1 2 3 6 10 5 7 4 8 9 1 | 164,33
1 2 3 6 10 5 7 4 9 8 1 | 168,82
1 2 3 6 10 5 8 9 4 7 1 | 140,49
1 2 3 6 10 8 5 7 4 9 1 | 164,33
1 2 3 6 10 8 9 4 5 7 1 | 156,73
1 2 3 6 10 9 4 7 5 8 1 | 168,82
1 2 3 6 10 9 4 8 5 7 1 | 107,73
1 2 3 6 10 9 8 4 5 7 1 | 156,73
1 2 3 6 10 9 8 5 4 7 1 | 189,49
1 2 3 7 4 5 6 8 9 10 1 | 217,71
1 2 3 7 4 5 6 8 10 9 1 | 262,03
1 2 3 7 4 5 6 9 8 10 1 | 217,71
1 2 3 7 4 5 6 9 10 8 1 | 266,52
1 2 3 7 4 5 6 10 8 9 1 | 262,03
1 2 3 7 4 5 6 10 9 8 1 | 266,52
1 2 3 7 4 5 8 6 9 10 1 | 217,71
1 2 3 7 4 5 8 6 10 9 1 | 262,03
1 2 3 7 4 5 8 9 6 10 1 | 217,71
1 2 3 7 4 5 8 9 10 6 1 | 255,67
1 2 3 7 4 5 8 10 6 9 1 | 262,03
1 2 3 7 4 5 8 10 9 6 1 | 255,67
1 2 3 7 4 5 10 6 8 9 1 | 262,03
1 2 3 7 4 5 10 6 9 8 1 | 266,52
1 2 3 7 4 5 10 8 6 9 1 | 262,03
1 2 3 7 4 5 10 8 9 6 1 | 255,67
1 2 3 7 4 5 10 9 6 8 1 | 266,52
1 2 3 7 4 5 10 9 8 6 1 | 255,67
1 2 3 7 4 6 5 8 9 10 1 | 168,71
1 2 3 7 4 6 5 8 10 9 1 | 213,03
1 2 3 7 4 6 5 10 8 9 1 | 213,03
1 2 3 7 4 6 5 10 9 8 1 | 217,52
1 2 3 7 4 6 8 5 10 9 1 | 213,03
1 2 3 7 4 6 9 8 5 10 1 | 168,71
1 2 3 7 4 6 9 10 5 8 1 | 217,52
1 2 3 7 4 6 10 5 8 9 1 | 213,03
1 2 3 7 4 8 5 6 9 10 1 | 168,71
1 2 3 7 4 8 5 6 10 9 1 | 213,03
1 2 3 7 4 8 5 10 6 9 1 | 213,03
1 2 3 7 4 8 5 10 9 6 1 | 206,67
1 2 3 7 4 8 6 5 10 9 1 | 213,03
1 2 3 7 4 8 9 6 5 10 1 | 168,71
1 2 3 7 4 8 9 10 5 6 1 | 206,67
1 2 3 7 4 8 10 5 6 9 1 | 213,03
1 2 3 7 4 9 6 5 8 10 1 | 168,71
1 2 3 7 4 9 6 5 10 8 1 | 217,52
1 2 3 7 4 9 6 8 5 10 1 | 168,71
1 2 3 7 4 9 6 10 5 8 1 | 217,52
1 2 3 7 4 9 8 5 6 10 1 | 168,71
1 2 3 7 4 9 8 5 10 6 1 | 206,67
1 2 3 7 4 9 8 6 5 10 1 | 168,71
1 2 3 7 4 9 8 10 5 6 1 | 206,67
1 2 3 7 4 9 10 5 6 8 1 | 217,52
1 2 3 7 4 9 10 5 8 6 1 | 206,67
1 2 3 7 4 9 10 6 5 8 1 | 217,52
1 2 3 7 4 9 10 8 5 6 1 | 206,67
1 2 3 7 4 10 5 6 8 9 1 | 213,03
1 2 3 7 4 10 5 6 9 8 1 | 217,52
1 2 3 7 4 10 5 8 6 9 1 | 213,03
1 2 3 7 4 10 5 8 9 6 1 | 206,67
1 2 3 7 4 10 6 5 8 9 1 | 213,03
1 2 3 7 4 10 8 5 6 9 1 | 213,03
1 2 3 7 4 10 9 6 5 8 1 | 217,52
1 2 3 7 4 10 9 8 5 6 1 | 206,67
1 2 3 7 5 4 6 8 9 10 1 | 184,95
1 2 3 7 5 4 6 8 10 9 1 | 229,27
1 2 3 7 5 4 6 9 8 10 1 | 184,95
1 2 3 7 5 4 6 9 10 8 1 | 233,76
1 2 3 7 5 4 6 10 8 9 1 | 229,27
1 2 3 7 5 4 6 10 9 8 1 | 233,76
1 2 3 7 5 4 8 6 9 10 1 | 184,95
1 2 3 7 5 4 8 6 10 9 1 | 229,27
1 2 3 7 5 4 8 9 6 10 1 | 184,95
1 2 3 7 5 4 8 9 10 6 1 | 222,91
1 2 3 7 5 4 8 10 6 9 1 | 229,27
1 2 3 7 5 4 8 10 9 6 1 | 222,91
1 2 3 7 5 4 9 6 8 10 1 | 184,95
1 2 3 7 5 4 9 6 10 8 1 | 233,76
1 2 3 7 5 4 9 8 6 10 1 | 184,95
1 2 3 7 5 4 9 8 10 6 1 | 222,91
1 2 3 7 5 4 9 10 6 8 1 | 233,76
1 2 3 7 5 4 9 10 8 6 1 | 222,91
1 2 3 7 5 4 10 6 8 9 1 | 229,27
1 2 3 7 5 4 10 6 9 8 1 | 233,76
1 2 3 7 5 4 10 8 6 9 1 | 229,27
1 2 3 7 5 4 10 8 9 6 1 | 222,91
1 2 3 7 5 4 10 9 6 8 1 | 233,76
1 2 3 7 5 4 10 9 8 6 1 | 222,91
1 2 3 7 5 6 4 8 9 10 1 | 135,95
1 2 3 7 5 6 4 8 10 9 1 | 180,27
1 2 3 7 5 6 4 9 8 10 1 | 135,95
1 2 3 7 5 6 4 9 10 8 1 | 184,76
1 2 3 7 5 6 4 10 8 9 1 | 180,27
1 2 3 7 5 6 4 10 9 8 1 | 184,76
1 2 3 7 5 6 8 4 9 10 1 | 135,95
1 2 3 7 5 6 8 4 10 9 1 | 180,27
1 2 3 7 5 6 8 9 4 10 1 | 135,95
1 2 3 7 5 6 8 10 4 9 1 | 180,27
1 2 3 7 5 6 9 4 8 10 1 | 135,95
1 2 3 7 5 6 9 4 10 8 1 | 184,76
1 2 3 7 5 6 9 8 4 10 1 | 135,95
1 2 3 7 5 6 9 10 4 8 1 | 184,76
1 2 3 7 5 6 10 4 8 9 1 | 180,27
1 2 3 7 5 6 10 4 9 8 1 | 184,76
1 2 3 7 5 6 10 8 4 9 1 | 180,27
1 2 3 7 5 6 10 9 4 8 1 | 184,76
1 2 3 7 5 8 4 6 9 10 1 | 135,95
1 2 3 7 5 8 4 6 10 9 1 | 180,27
1 2 3 7 5 8 4 9 6 10 1 | 135,95
1 2 3 7 5 8 4 9 10 6 1 | 173,91
1 2 3 7 5 8 4 10 6 9 1 | 180,27
1 2 3 7 5 8 4 10 9 6 1 | 173,91
1 2 3 7 5 8 6 4 9 10 1 | 135,95
1 2 3 7 5 8 6 4 10 9 1 | 180,27
1 2 3 7 5 8 6 9 4 10 1 | 135,95
1 2 3 7 5 8 6 10 4 9 1 | 180,27
1 2 3 7 5 8 9 4 6 10 1 | 135,95
1 2 3 7 5 8 9 4 10 6 1 | 173,91
1 2 3 7 5 8 9 6 4 10 1 | 135,95
1 2 3 7 5 8 9 10 4 6 1 | 173,91
1 2 3 7 5 8 10 4 6 9 1 | 180,27
1 2 3 7 5 8 10 4 9 6 1 | 173,91
1 2 3 7 5 8 10 6 4 9 1 | 180,27
1 2 3 7 5 8 10 9 4 6 1 | 173,91
1 2 3 7 5 10 4 6 8 9 1 | 180,27
1 2 3 7 5 10 4 6 9 8 1 | 184,76
1 2 3 7 5 10 4 8 6 9 1 | 180,27
1 2 3 7 5 10 4 8 9 6 1 | 173,91
1 2 3 7 5 10 4 9 6 8 1 | 184,76
1 2 3 7 5 10 4 9 8 6 1 | 173,91
1 2 3 7 5 10 6 4 8 9 1 | 180,27
1 2 3 7 5 10 6 4 9 8 1 | 184,76
1 2 3 7 5 10 6 8 4 9 1 | 180,27
1 2 3 7 5 10 6 9 4 8 1 | 184,76
1 2 3 7 5 10 8 4 6 9 1 | 180,27
1 2 3 7 5 10 8 4 9 6 1 | 173,91
1 2 3 7 5 10 8 6 4 9 1 | 180,27
1 2 3 7 5 10 8 9 4 6 1 | 173,91
1 2 3 7 5 10 9 4 6 8 1 | 184,76
1 2 3 7 5 10 9 4 8 6 1 | 173,91
1 2 3 7 5 10 9 6 4 8 1 | 184,76
1 2 3 7 5 10 9 8 4 6 1 | 173,91
1 2 3 8 4 6 9 10 5 7 1 | 107,73
1 2 3 8 4 7 5 6 9 10 1 | 120,01
1 2 3 8 4 7 5 6 10 9 1 | 164,33
1 2 3 8 4 7 5 10 6 9 1 | 164,33
1 2 3 8 4 7 5 10 9 6 1 | 157,97
1 2 3 8 4 9 6 10 5 7 1 | 107,73
1 2 3 8 4 9 10 6 5 7 1 | 107,73
1 2 3 8 4 10 9 6 5 7 1 | 107,73
1 2 3 8 5 6 9 10 4 7 1 | 140,49
1 2 3 8 5 6 10 9 4 7 1 | 140,49
1 2 3 8 5 7 4 6 9 10 1 | 120,01
1 2 3 8 5 7 4 6 10 9 1 | 164,33
1 2 3 8 5 7 4 9 6 10 1 | 120,01
1 2 3 8 5 7 4 9 10 6 1 | 157,97
1 2 3 8 5 7 4 10 6 9 1 | 164,33
1 2 3 8 5 7 4 10 9 6 1 | 157,97
1 2 3 8 5 10 6 9 4 7 1 | 140,49
1 2 3 8 5 10 9 6 4 7 1 | 140,49
1 2 3 8 6 4 7 5 10 9 1 | 164,33
1 2 3 8 6 4 9 10 5 7 1 | 107,73
1 2 3 8 6 5 7 4 9 10 1 | 120,01
1 2 3 8 6 5 7 4 10 9 1 | 164,33
1 2 3 8 6 5 10 9 4 7 1 | 140,49
1 2 3 8 6 9 4 7 5 10 1 | 120,01
1 2 3 8 6 9 4 10 5 7 1 | 107,73
1 2 3 8 6 9 10 4 5 7 1 | 156,73
1 2 3 8 6 9 10 5 4 7 1 | 189,49
1 2 3 8 6 10 5 7 4 9 1 | 164,33
1 2 3 8 6 10 9 4 5 7 1 | 156,73
1 2 3 8 9 4 6 10 5 7 1 | 107,73
1 2 3 8 9 4 7 5 6 10 1 | 120,01
1 2 3 8 9 4 7 5 10 6 1 | 157,97
1 2 3 8 9 4 10 6 5 7 1 | 107,73
1 2 3 8 9 6 4 7 5 10 1 | 120,01
1 2 3 8 9 6 4 10 5 7 1 | 107,73
1 2 3 8 9 6 5 7 4 10 1 | 120,01
1 2 3 8 9 6 5 10 4 7 1 | 140,49
1 2 3 8 9 6 10 4 5 7 1 | 156,73
1 2 3 8 9 6 10 5 4 7 1 | 189,49
1 2 3 8 9 10 4 6 5 7 1 | 107,73
1 2 3 8 9 10 4 7 5 6 1 | 157,97
1 2 3 8 9 10 5 6 4 7 1 | 140,49
1 2 3 8 9 10 5 7 4 6 1 | 157,97
1 2 3 8 9 10 6 4 5 7 1 | 156,73
1 2 3 8 9 10 6 5 4 7 1 | 189,49
1 2 3 8 10 4 7 5 6 9 1 | 164,33
1 2 3 8 10 4 9 6 5 7 1 | 107,73
1 2 3 8 10 5 6 9 4 7 1 | 140,49
1 2 3 8 10 5 7 4 6 9 1 | 164,33
1 2 3 8 10 5 7 4 9 6 1 | 157,97
1 2 3 8 10 6 5 7 4 9 1 | 164,33
1 2 3 8 10 6 9 4 5 7 1 | 156,73
1 2 3 8 10 9 4 6 5 7 1 | 107,73
1 2 3 8 10 9 4 7 5 6 1 | 157,97
1 2 3 8 10 9 6 4 5 7 1 | 156,73
1 2 3 8 10 9 6 5 4 7 1 | 189,49
1 2 3 9 4 6 8 10 5 7 1 | 107,73
1 2 3 9 4 6 10 8 5 7 1 | 107,73
1 2 3 9 4 7 5 6 8 10 1 | 120,01
1 2 3 9 4 7 5 6 10 8 1 | 168,82
1 2 3 9 4 7 5 8 6 10 1 | 120,01
1 2 3 9 4 7 5 8 10 6 1 | 157,97
1 2 3 9 4 7 5 10 6 8 1 | 168,82
1 2 3 9 4 7 5 10 8 6 1 | 157,97
1 2 3 9 4 8 6 10 5 7 1 | 107,73
1 2 3 9 4 8 10 6 5 7 1 | 107,73
1 2 3 9 4 10 6 8 5 7 1 | 107,73
1 2 3 9 4 10 8 6 5 7 1 | 107,73
1 2 3 9 6 4 7 5 8 10 1 | 120,01
1 2 3 9 6 4 7 5 10 8 1 | 168,82
1 2 3 9 6 4 8 10 5 7 1 | 107,73
1 2 3 9 6 4 10 8 5 7 1 | 107,73
1 2 3 9 6 5 7 4 8 10 1 | 120,01
1 2 3 9 6 5 7 4 10 8 1 | 168,82
1 2 3 9 6 5 8 10 4 7 1 | 140,49
1 2 3 9 6 5 10 8 4 7 1 | 140,49
1 2 3 9 6 8 4 7 5 10 1 | 120,01
1 2 3 9 6 8 4 10 5 7 1 | 107,73
1 2 3 9 6 8 5 7 4 10 1 | 120,01
1 2 3 9 6 8 5 10 4 7 1 | 140,49
1 2 3 9 6 8 10 4 5 7 1 | 156,73
1 2 3 9 6 8 10 5 4 7 1 | 189,49
1 2 3 9 6 10 4 7 5 8 1 | 168,82
1 2 3 9 6 10 4 8 5 7 1 | 107,73
1 2 3 9 6 10 5 7 4 8 1 | 168,82
1 2 3 9 6 10 5 8 4 7 1 | 140,49
1 2 3 9 6 10 8 4 5 7 1 | 156,73
1 2 3 9 6 10 8 5 4 7 1 | 189,49
1 2 3 9 8 4 6 10 5 7 1 | 107,73
1 2 3 9 8 4 7 5 6 10 1 | 120,01
1 2 3 9 8 4 7 5 10 6 1 | 157,97
1 2 3 9 8 4 10 6 5 7 1 | 107,73
1 2 3 9 8 5 6 10 4 7 1 | 140,49
1 2 3 9 8 5 7 4 6 10 1 | 120,01
1 2 3 9 8 5 7 4 10 6 1 | 157,97
1 2 3 9 8 5 10 6 4 7 1 | 140,49
1 2 3 9 8 6 4 7 5 10 1 | 120,01
1 2 3 9 8 6 4 10 5 7 1 | 107,73
1 2 3 9 8 6 5 7 4 10 1 | 120,01
1 2 3 9 8 6 5 10 4 7 1 | 140,49
1 2 3 9 8 6 10 4 5 7 1 | 156,73
1 2 3 9 8 6 10 5 4 7 1 | 189,49
1 2 3 9 8 10 4 6 5 7 1 | 107,73
1 2 3 9 8 10 4 7 5 6 1 | 157,97
1 2 3 9 8 10 5 6 4 7 1 | 140,49
1 2 3 9 8 10 5 7 4 6 1 | 157,97
1 2 3 9 8 10 6 4 5 7 1 | 156,73
1 2 3 9 8 10 6 5 4 7 1 | 189,49
1 2 3 9 10 4 6 8 5 7 1 | 107,73
1 2 3 9 10 4 7 5 6 8 1 | 168,82
1 2 3 9 10 4 7 5 8 6 1 | 157,97
1 2 3 9 10 4 8 6 5 7 1 | 107,73
1 2 3 9 10 5 6 8 4 7 1 | 140,49
1 2 3 9 10 5 7 4 6 8 1 | 168,82
1 2 3 9 10 5 7 4 8 6 1 | 157,97
1 2 3 9 10 5 8 6 4 7 1 | 140,49
1 2 3 9 10 6 4 7 5 8 1 | 168,82
1 2 3 9 10 6 4 8 5 7 1 | 107,73
1 2 3 9 10 6 5 7 4 8 1 | 168,82
1 2 3 9 10 6 5 8 4 7 1 | 140,49
1 2 3 9 10 6 8 4 5 7 1 | 156,73
1 2 3 9 10 6 8 5 4 7 1 | 189,49
1 2 3 9 10 8 4 6 5 7 1 | 107,73
1 2 3 9 10 8 4 7 5 6 1 | 157,97
1 2 3 9 10 8 5 6 4 7 1 | 140,49
1 2 3 9 10 8 5 7 4 6 1 | 157,97
1 2 3 9 10 8 6 4 5 7 1 | 156,73
1 2 3 9 10 8 6 5 4 7 1 | 189,49
1 2 3 10 4 6 9 8 5 7 1 | 107,73
1 2 3 10 4 7 5 6 8 9 1 | 164,33
1 2 3 10 4 7 5 6 9 8 1 | 168,82
1 2 3 10 4 7 5 8 6 9 1 | 164,33
1 2 3 10 4 7 5 8 9 6 1 | 157,97
1 2 3 10 4 8 9 6 5 7 1 | 107,73
1 2 3 10 4 9 6 8 5 7 1 | 107,73
1 2 3 10 4 9 8 6 5 7 1 | 107,73
1 2 3 10 5 6 8 9 4 7 1 | 140,49
1 2 3 10 5 6 9 8 4 7 1 | 140,49
1 2 3 10 5 7 4 6 8 9 1 | 164,33
1 2 3 10 5 7 4 6 9 8 1 | 168,82
1 2 3 10 5 7 4 8 6 9 1 | 164,33
1 2 3 10 5 7 4 8 9 6 1 | 157,97
1 2 3 10 5 7 4 9 6 8 1 | 168,82
1 2 3 10 5 7 4 9 8 6 1 | 157,97
1 2 3 10 5 8 6 9 4 7 1 | 140,49
1 2 3 10 5 8 9 6 4 7 1 | 140,49
1 2 3 10 6 4 7 5 8 9 1 | 164,33
1 2 3 10 6 4 9 8 5 7 1 | 107,73
1 2 3 10 6 5 7 4 8 9 1 | 164,33
1 2 3 10 6 5 7 4 9 8 1 | 168,82
1 2 3 10 6 5 8 9 4 7 1 | 140,49
1 2 3 10 6 8 5 7 4 9 1 | 164,33
1 2 3 10 6 8 9 4 5 7 1 | 156,73
1 2 3 10 6 9 4 7 5 8 1 | 168,82
1 2 3 10 6 9 4 8 5 7 1 | 107,73
1 2 3 10 6 9 8 4 5 7 1 | 156,73
1 2 3 10 6 9 8 5 4 7 1 | 189,49
1 2 3 10 8 4 7 5 6 9 1 | 164,33
1 2 3 10 8 4 9 6 5 7 1 | 107,73
1 2 3 10 8 5 6 9 4 7 1 | 140,49
1 2 3 10 8 5 7 4 6 9 1 | 164,33
1 2 3 10 8 5 7 4 9 6 1 | 157,97
1 2 3 10 8 6 5 7 4 9 1 | 164,33
1 2 3 10 8 6 9 4 5 7 1 | 156,73
1 2 3 10 8 9 4 6 5 7 1 | 107,73
1 2 3 10 8 9 4 7 5 6 1 | 157,97
1 2 3 10 8 9 6 4 5 7 1 | 156,73
1 2 3 10 8 9 6 5 4 7 1 | 189,49
1 2 3 10 9 4 6 8 5 7 1 | 107,73
1 2 3 10 9 4 7 5 6 8 1 | 168,82
1 2 3 10 9 4 7 5 8 6 1 | 157,97
1 2 3 10 9 4 8 6 5 7 1 | 107,73
1 2 3 10 9 6 4 7 5 8 1 | 168,82
1 2 3 10 9 6 4 8 5 7 1 | 107,73
1 2 3 10 9 6 5 7 4 8 1 | 168,82
1 2 3 10 9 6 5 8 4 7 1 | 140,49
1 2 3 10 9 6 8 4 5 7 1 | 156,73
1 2 3 10 9 6 8 5 4 7 1 | 189,49
1 2 3 10 9 8 4 6 5 7 1 | 107,73
1 2 3 10 9 8 4 7 5 6 1 | 157,97
1 2 3 10 9 8 5 6 4 7 1 | 140,49
1 2 3 10 9 8 5 7 4 6 1 | 157,97
1 2 3 10 9 8 6 4 5 7 1 | 156,73
1 2 3 10 9 8 6 5 4 7 1 | 189,49
1 2 4 3 6 8 9 10 5 7 1 | 119,05
1 2 4 3 6 9 8 10 5 7 1 | 119,05
1 2 4 3 6 9 10 8 5 7 1 | 119,05
1 2 4 3 6 10 9 8 5 7 1 | 119,05
1 2 4 3 7 5 6 8 9 10 1 | 147,27
1 2 4 3 7 5 6 8 10 9 1 | 191,59
1 2 4 3 7 5 6 9 8 10 1 | 147,27
1 2 4 3 7 5 6 9 10 8 1 | 196,08
1 2 4 3 7 5 6 10 8 9 1 | 191,59
1 2 4 3 7 5 6 10 9 8 1 | 196,08
1 2 4 3 7 5 8 6 9 10 1 | 147,27
1 2 4 3 7 5 8 6 10 9 1 | 191,59
1 2 4 3 7 5 8 9 6 10 1 | 147,27
1 2 4 3 7 5 8 9 10 6 1 | 185,23
1 2 4 3 7 5 8 10 6 9 1 | 191,59
1 2 4 3 7 5 8 10 9 6 1 | 185,23
1 2 4 3 7 5 10 6 8 9 1 | 191,59
1 2 4 3 7 5 10 6 9 8 1 | 196,08
1 2 4 3 7 5 10 8 6 9 1 | 191,59
1 2 4 3 7 5 10 8 9 6 1 | 185,23
1 2 4 3 7 5 10 9 6 8 1 | 196,08
1 2 4 3 7 5 10 9 8 6 1 | 185,23
1 2 4 3 8 6 9 10 5 7 1 | 119,05
1 2 4 3 8 9 6 10 5 7 1 | 119,05
1 2 4 3 8 9 10 6 5 7 1 | 119,05
1 2 4 3 8 10 9 6 5 7 1 | 119,05
1 2 4 3 9 6 8 10 5 7 1 | 119,05
1 2 4 3 9 6 10 8 5 7 1 | 119,05
1 2 4 3 9 8 6 10 5 7 1 | 119,05
1 2 4 3 9 8 10 6 5 7 1 | 119,05
1 2 4 3 9 10 6 8 5 7 1 | 119,05
1 2 4 3 9 10 8 6 5 7 1 | 119,05
1 2 4 3 10 6 9 8 5 7 1 | 119,05
1 2 4 3 10 8 9 6 5 7 1 | 119,05
1 2 4 3 10 9 6 8 5 7 1 | 119,05
1 2 4 3 10 9 8 6 5 7 1 | 119,05
1 2 4 5 6 8 9 10 3 7 1 | 216,75
1 2 4 5 6 8 10 9 3 7 1 | 216,75
1 2 4 5 6 9 8 10 3 7 1 | 216,75
1 2 4 5 6 9 10 8 3 7 1 | 216,75
1 2 4 5 6 10 8 9 3 7 1 | 216,75
1 2 4 5 6 10 9 8 3 7 1 | 216,75
1 2 4 5 7 3 6 8 9 10 1 | 196,27
1 2 4 5 7 3 6 8 10 9 1 | 240,59
1 2 4 5 7 3 6 9 8 10 1 | 196,27
